,seq_len,image_path,pose
87,7,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000437.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000438.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000439.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000440.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000441.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000442.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000443.png']","[[-1.50462594e+00 -5.60760002e-02 -3.64950436e-02  6.04615000e+01
  -9.81181000e+00  2.44953900e+02  6.40376000e-02  5.82993100e-02
  -9.96243200e-01 -3.64295900e-02  9.97763300e-01  5.60466200e-02
   9.97282300e-01  3.27036400e-02  6.60181800e-02]
 [-1.53021042e+00 -5.45561000e-02 -3.61571633e-02  5.99474200e+01
  -9.77905400e+00  2.44952000e+02  3.85786900e-02  5.59152600e-02
  -9.97689900e-01 -3.60955000e-02  9.97859500e-01  5.45290400e-02
   9.98603400e-01  3.39084500e-02  4.05144000e-02]
 [-1.55293623e+00 -5.38417862e-02 -3.72233131e-02  5.94218400e+01
  -9.74915200e+00  2.44945700e+02  1.58443700e-02  5.44345400e-02
  -9.98391700e-01 -3.71607900e-02  9.97859200e-01  5.38157800e-02
   9.99183600e-01  3.62483500e-02  1.78332700e-02]
 [-1.57177422e+00 -5.32407373e-02 -3.93933731e-02  5.88855900e+01
  -9.72066000e+00  2.44928300e+02 -3.07292600e-03  5.31357500e-02
  -9.98582600e-01 -3.93273800e-02  9.97808300e-01  5.32155900e-02
   9.99221600e-01  3.94351600e-02 -9.76502800e-04]
 [-1.58672836e+00 -5.30424761e-02 -4.21971536e-02  5.83353700e+01
  -9.69156000e+00  2.44902100e+02 -1.81534200e-02  5.22916300e-02
  -9.98466900e-01 -4.21253000e-02  9.97704600e-01  5.30176100e-02
   9.98947400e-01  4.30231600e-02 -1.59089500e-02]
 [-1.59718396e+00 -5.18501604e-02 -4.38188606e-02  5.77711800e+01
  -9.66094300e+00  2.44876400e+02 -2.86287200e-02  5.06033800e-02
  -9.98308400e-01 -4.37459700e-02  9.97697500e-01  5.18269300e-02
   9.98632400e-01  4.51557000e-02 -2.63491100e-02]
 [-1.60394451e+00 -5.01883056e-02 -4.40615586e-02  5.71924100e+01
  -9.62949000e+00  2.44850300e+02 -3.53184600e-02  4.86311900e-02
  -9.98192200e-01 -4.39918400e-02  9.97771500e-01  5.01672400e-02
   9.98407400e-01  4.56841300e-02 -3.31003800e-02]]"
862,7,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004305.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004306.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004307.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004308.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004309.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004310.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004311.png']","[[ 2.29275518e+00 -9.97430858e-03  9.16401169e-02 -8.59174800e+01
   2.03536800e+00  2.83226800e+01 -6.58768300e-01  5.30218900e-02
   7.50475300e-01  9.15073500e-02  9.95754400e-01  9.97414300e-03
  -7.46760200e-01  7.52446400e-02 -6.60823200e-01]
 [ 2.29198283e+00 -1.19693464e-02  9.12614091e-02 -8.49213300e+01
   2.02410400e+00  2.74362200e+01 -6.58347800e-01  5.12224900e-02
   7.50969000e-01  9.11282500e-02  9.95767200e-01  1.19690600e-02
  -7.47177200e-01  7.63142700e-02 -6.60228900e-01]
 [ 2.29178238e+00 -1.19508750e-02  9.11954825e-02 -8.39261800e+01
   2.01266800e+00  2.65509700e+01 -6.58200100e-01  5.11776100e-02
   7.51101500e-01  9.10626200e-02  9.95773400e-01  1.19505900e-02
  -7.47315300e-01  7.62631400e-02 -6.60078500e-01]
 [ 2.29147355e+00 -1.10179330e-02  9.02292649e-02 -8.29290500e+01
   1.99998600e+00  2.56684100e+01 -6.57955200e-01  5.12163600e-02
   7.51313400e-01  9.01014100e-02  9.95871600e-01  1.10177100e-02
  -7.47647400e-01  7.49435400e-02 -6.59853600e-01]
 [ 2.29121174e+00 -1.05635567e-02  8.72917912e-02 -8.19330200e+01
   1.98674500e+00  2.47900200e+01 -6.57877300e-01  4.96045400e-02
   7.51489800e-01  8.71761100e-02  9.96136900e-01  1.05633600e-02
  -7.48062700e-01  7.24613300e-02 -6.59660100e-01]
 [ 2.29079650e+00 -1.09198069e-02  8.51394034e-02 -8.09370000e+01
   1.97345700e+00  2.39130400e+01 -6.57694500e-01  4.78921400e-02
   7.51760800e-01  8.50315100e-02  9.96318400e-01  1.09195900e-02
  -7.48470100e-01  7.11050900e-02 -6.59345500e-01]
 [ 2.29072875e+00 -1.27480152e-02  8.29320150e-02 -7.99419800e+01
   1.96154900e+00  2.30380300e+01 -6.57861800e-01  4.50658100e-02
   7.51789200e-01  8.28302500e-02  9.96482100e-01  1.27476700e-02
  -7.48570000e-01  7.06570700e-02 -6.59280300e-01]]"
89,7,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000448.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000449.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000450.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000451.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000452.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000453.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000454.png']","[[-1.60993712e+00 -5.14823481e-02 -4.27199374e-02  5.40212900e+01
  -9.46796700e+00  2.44717900e+02 -4.12911100e-02  4.97021200e-02
  -9.97910200e-01 -4.26503600e-02  9.97763900e-01  5.14596100e-02
   9.98236400e-01  4.46860500e-02 -3.90789600e-02]
 [-1.60999170e+00 -4.96384407e-02 -4.13868374e-02  5.33377300e+01
  -9.42806800e+00  2.44675800e+02 -4.12031500e-02  4.79161900e-02
  -9.98001200e-01 -4.13240600e-02  9.97913000e-01  4.96180600e-02
   9.98295800e-01  4.32858800e-02 -3.91370700e-02]
 [-1.61058155e+00 -4.67320374e-02 -3.89180542e-02  5.26504200e+01
  -9.37619700e+00  2.44604800e+02 -4.15607700e-02  4.50951400e-02
  -9.98117800e-01 -3.88657500e-02  9.98151800e-01  4.67150300e-02
   9.98379700e-01  4.07341100e-02 -3.97313000e-02]
 [-1.61084582e+00 -4.52812991e-02 -3.80404594e-02  5.19441100e+01
  -9.32157500e+00  2.44527900e+02 -4.17299700e-02  4.36740800e-02
  -9.98174000e-01 -3.79923000e-02  9.98252200e-01  4.52658300e-02
   9.98406300e-01  3.98118600e-02 -3.99977500e-02]
 [-1.61089448e+00 -4.43919390e-02 -3.86535459e-02  5.12066800e+01
  -9.27145100e+00  2.44461400e+02 -4.17710100e-02  4.27594200e-02
  -9.98211800e-01 -3.86058500e-02  9.98268600e-01  4.43773600e-02
   9.98381000e-01  4.03905000e-02 -4.00479200e-02]
 [-1.61054344e+00 -4.42319311e-02 -3.93334935e-02  5.04519700e+01
  -9.22287400e+00  2.44390700e+02 -4.14433200e-02  4.25858300e-02
  -9.98232900e-01 -3.92848900e-02  9.98249200e-01  4.42175100e-02
   9.98368200e-01  4.10479900e-02 -3.96977800e-02]
 [-1.60982089e+00 -4.49024157e-02 -3.77878913e-02  4.96672600e+01
  -9.17674600e+00  2.44334300e+02 -4.06813200e-02  4.33471900e-02
  -9.98231500e-01 -3.77408200e-02  9.98278900e-01  4.48873300e-02
   9.98459100e-01  3.95001500e-02 -3.89753400e-02]]"
816,7,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004081.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004082.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004083.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004084.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004085.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004086.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004087.png']","[[ 2.85421541e+00 -3.66633069e-02  9.30725975e-02 -2.60893900e+02
   2.05360300e+00  2.46234200e+02 -9.55805500e-01  7.87824300e-02
   2.83247500e-01  9.28758200e-02  9.95002700e-01  3.66550900e-02
  -2.78944300e-01  6.13419700e-02 -9.58346000e-01]
 [ 2.85088782e+00 -3.26798284e-02  9.29427782e-02 -2.60543600e+02
   2.07395000e+00  2.45038000e+02 -9.54776300e-01  7.95900800e-02
   2.86474500e-01  9.27594700e-02  9.95152300e-01  3.26740100e-02
  -2.82485200e-01  5.77695800e-02 -9.57530500e-01]
 [ 2.84751654e+00 -3.13847029e-02  9.41433275e-02 -2.60189300e+02
   2.08998800e+00  2.43839800e+02 -9.53687300e-01  8.09134700e-02
   2.89713000e-01  9.39580300e-02  9.95081500e-01  3.13795500e-02
  -2.85749000e-01  5.71471300e-02 -9.56599000e-01]
 [ 2.84366023e+00 -3.48891978e-02  9.52227826e-02 -2.59830300e+02
   2.10921000e+00  2.42640000e+02 -9.52588400e-01  8.06972100e-02
   2.93365700e-01  9.50210800e-02  9.94863900e-01  3.48821200e-02
  -2.89044000e-01  6.11042100e-02 -9.55363700e-01]
 [ 2.83997031e+00 -3.89141112e-02  9.45903552e-02 -2.59463100e+02
   2.13085100e+00  2.41441900e+02 -9.51678900e-01  7.86798800e-02
   2.96844800e-01  9.43778600e-02  9.94776000e-01  3.89042900e-02
  -2.92233100e-01  6.50399600e-02 -9.54132900e-01]
 [ 2.83621230e+00 -3.90696209e-02  9.54792223e-02 -2.59094000e+02
   2.15664000e+00  2.40246100e+02 -9.50508300e-01  7.92333100e-02
   3.00426500e-01  9.52614700e-02  9.94685700e-01  3.90596800e-02
  -2.95735100e-01  6.57456100e-02 -9.53004800e-01]
 [ 2.83259184e+00 -3.82815217e-02  9.49550437e-02 -2.58719200e+02
   2.18190000e+00  2.39052100e+02 -9.49450000e-01  7.87354900e-02
   3.03884100e-01  9.47429500e-02  9.94765800e-01  3.82721700e-02
  -2.99280100e-01  6.51283700e-02 -9.51939900e-01]]"
92,7,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000464.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000465.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000466.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000467.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000468.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000469.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000470.png']","[[-1.61031330e+00 -4.86292522e-02 -2.33560220e-02  4.11934200e+01
  -8.81467900e+00  2.43884100e+02 -4.06302700e-02  4.76362500e-02
  -9.98038100e-01 -2.33262900e-02  9.98545400e-01  4.86100900e-02
   9.98901900e-01  2.52555700e-02 -3.94599900e-02]
 [-1.61298504e+00 -5.33209988e-02 -2.09621246e-02  4.03165900e+01
  -8.77781100e+00  2.43840300e+02 -4.32830500e-02  5.23525800e-02
  -9.97690300e-01 -2.09308000e-02  9.98359400e-01  5.32957400e-02
   9.98843500e-01  2.31892600e-02 -4.21162600e-02]
 [-1.61621610e+00 -5.97842265e-02 -1.90515770e-02  3.94483400e+01
  -8.74052500e+00  2.43793700e+02 -4.65329800e-02  5.88111900e-02
  -9.97184000e-01 -1.90163900e-02  9.98032300e-01  5.97486200e-02
   9.98735700e-01  2.17431200e-02 -4.53230400e-02]
 [-1.61933451e+00 -6.45949499e-02 -1.73327536e-02  3.85790400e+01
  -8.69935500e+00  2.43742400e+02 -4.96293000e-02  6.36234000e-02
  -9.96739200e-01 -1.72957400e-02  9.97764600e-01  6.45500400e-02
   9.98617900e-01  2.04429200e-02 -4.84179400e-02]
 [-1.62157522e+00 -6.38897366e-02 -1.46650455e-02  3.77069400e+01
  -8.64167400e+00  2.43722400e+02 -5.16866900e-02  6.30127900e-02
  -9.96673400e-01 -1.46346000e-02  9.97852400e-01  6.38462800e-02
   9.98556100e-01  1.78859200e-02 -5.06535200e-02]
 [-1.62355895e+00 -6.23538081e-02 -1.38509995e-02  3.68319700e+01
  -8.58431500e+00  2.43701800e+02 -5.35949700e-02  6.14902600e-02
  -9.96667700e-01 -1.38236400e-02  9.97960900e-01  6.23134100e-02
   9.98467000e-01  1.71172600e-02 -5.26356600e-02]
 [-1.62583835e+00 -5.94772509e-02 -1.59755482e-02  3.59653200e+01
  -8.53375700e+00  2.43663800e+02 -5.59553700e-02  5.84657400e-02
  -9.96720000e-01 -1.59466200e-02  9.98104300e-01  5.94421900e-02
   9.98305900e-01  1.92204300e-02 -5.49169600e-02]]"
95,7,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000478.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000479.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000480.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000481.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000482.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000483.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000484.png']","[[-1.62677127e+00 -4.98021636e-02 -2.95198023e-02  2.89870900e+01
  -8.18912700e+00  2.43315000e+02 -5.73883800e-02  4.80306900e-02
  -9.97195900e-01 -2.94789200e-02  9.98325000e-01  4.97815800e-02
   9.97916600e-01  3.22531400e-02 -5.58763500e-02]
 [-1.62471704e+00 -5.04728871e-02 -2.81426904e-02  2.81245300e+01
  -8.15199200e+00  2.43284900e+02 -5.52908400e-02  4.88416400e-02
  -9.97275000e-01 -2.81031400e-02  9.98331000e-01  5.04514600e-02
   9.98074700e-01  3.08160600e-02 -5.38259500e-02]
 [-1.62259481e+00 -5.13826733e-02 -2.60256827e-02  2.72642000e+01
  -8.11805600e+00  2.43258500e+02 -5.30925300e-02  4.99264700e-02
  -9.97340800e-01 -2.59884000e-02  9.98342000e-01  5.13600700e-02
   9.98251300e-01  2.86461300e-02 -5.17069900e-02]
 [-1.62092832e+00 -5.34124099e-02 -2.13893115e-02  2.64145200e+01
  -8.08482500e+00  2.43229800e+02 -5.12399300e-02  5.22359900e-02
  -9.97319400e-01 -2.13571800e-02  9.98345500e-01  5.33870200e-02
   9.98457900e-01  2.40354800e-02 -5.00395400e-02]
 [-1.61922184e+00 -5.32599761e-02 -1.55270608e-02  2.55630900e+01
  -8.04576600e+00  2.43208100e+02 -4.92263300e-02  5.24143900e-02
  -9.97411400e-01 -1.55044200e-02  9.98461600e-01  5.32348000e-02
   9.98667300e-01  1.80848400e-02 -4.83379500e-02]
 [-1.61730939e+00 -5.15104422e-02 -1.58444873e-02  2.47240500e+01
  -8.01015600e+00  2.43174900e+02 -4.73053500e-02  5.06888400e-02
  -9.97593600e-01 -1.58228100e-02  9.98548300e-01  5.14876700e-02
   9.98755100e-01  1.82203800e-02 -4.64346300e-02]
 [-1.61548934e+00 -5.11274026e-02 -1.69938727e-02  2.38806900e+01
  -7.98575700e+00  2.43139100e+02 -4.55392500e-02  5.02875000e-02
  -9.97696000e-01 -1.69708500e-02  9.98549100e-01  5.11051300e-02
   9.98818300e-01  1.92590400e-02 -4.46197500e-02]]"
96,7,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000484.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000485.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000486.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000487.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000488.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000489.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000490.png']","[[-1.61548934e+00 -5.11274026e-02 -1.69938727e-02  2.38806900e+01
  -7.98575700e+00  2.43139100e+02 -4.55392500e-02  5.02875000e-02
  -9.97696000e-01 -1.69708500e-02  9.98549100e-01  5.11051300e-02
   9.98818300e-01  1.92590400e-02 -4.46197500e-02]
 [-1.61492256e+00 -5.03871367e-02 -1.25186846e-02  2.30472500e+01
  -7.95845100e+00  2.43114500e+02 -4.47383400e-02  4.97606300e-02
  -9.97758700e-01 -1.25024700e-02  9.98652600e-01  5.03658200e-02
   9.98920500e-01  1.47277400e-02 -4.40559300e-02]
 [-1.61498914e+00 -5.46091283e-02 -1.01732308e-02  2.22103900e+01
  -7.93347700e+00  2.43091000e+02 -4.47308700e-02  5.40764400e-02
  -9.97534400e-01 -1.01578900e-02  9.98457600e-01  5.45819900e-02
   9.98947400e-01  1.25743500e-02 -4.41125700e-02]
 [-1.61536831e+00 -5.91144644e-02 -1.20109690e-02  2.13812300e+01
  -7.91015900e+00  2.43055100e+02 -4.52629100e-02  5.84819400e-02
  -9.97261800e-01 -1.19897000e-02  9.98181200e-01  5.90800400e-02
   9.98903100e-01  1.46310100e-02 -4.44794000e-02]
 [-1.61688491e+00 -6.12657061e-02 -1.36264359e-02  2.05553600e+01
  -7.88725200e+00  2.43017200e+02 -4.69014000e-02  6.05289000e-02
  -9.97064000e-01 -1.36004500e-02  9.98031200e-01  6.12273900e-02
   9.98806900e-01  1.64321700e-02 -4.59858300e-02]
 [-1.61932094e+00 -6.06969414e-02 -1.49498869e-02  1.97363300e+01
  -7.86547600e+00  2.42979500e+02 -4.94059100e-02  5.98563800e-02
  -9.96983600e-01 -1.49218000e-02  9.98046900e-01  6.06596800e-02
   9.98667300e-01  1.78737400e-02 -4.84162500e-02]
 [-1.62220864e+00 -5.72284795e-02 -1.56299840e-02  1.89254900e+01
  -7.84405000e+00  2.42940500e+02 -5.22761700e-02  5.63115000e-02
  -9.97043800e-01 -1.56037600e-02  9.98240900e-01  5.71972500e-02
   9.98510700e-01  1.85476900e-02 -5.13055400e-02]]"
808,7,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004044.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004045.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004046.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004047.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004048.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004049.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004050.png']","[[ 3.02585095e+00 -4.14823198e-02  9.39441731e-02 -2.69545200e+02
   1.07750300e+00  2.90528500e+02 -9.89378700e-01  8.84103900e-02
   1.15384100e-01  9.37253500e-02  9.94734000e-01  4.14704200e-02
  -1.11110000e-01  5.18443500e-02 -9.92454800e-01]
 [ 3.02247601e+00 -4.12214244e-02  9.42339814e-02 -2.69414600e+02
   1.10375000e+00  2.89369100e+02 -9.88969500e-01  8.85523600e-02
   1.18734200e-01  9.40146400e-02  9.94717500e-01  4.12097500e-02
  -1.14457800e-01  5.19179300e-02 -9.92070500e-01]
 [ 3.01888171e+00 -4.06473652e-02  9.55337713e-02 -2.69279700e+02
   1.12773300e+00  2.88205800e+02 -9.88429400e-01  8.97199000e-02
   1.22302100e-01  9.53097300e-02  9.94617900e-01  4.06361700e-02
  -1.17998000e-01  5.18225600e-02 -9.91660600e-01]
 [ 3.01528280e+00 -4.14020810e-02  9.64456559e-02 -2.69141700e+02
   1.15303700e+00  2.87042100e+02 -9.87925400e-01  9.03391700e-02
   1.25866300e-01  9.62136800e-02  9.94499700e-01  4.13902500e-02
  -1.21434800e-01  5.30005300e-02 -9.91183300e-01]
 [ 3.01160063e+00 -4.23506104e-02  9.61290293e-02 -2.68994600e+02
   1.17990500e+00  2.85868400e+02 -9.87511800e-01  8.97084500e-02
   1.29510000e-01  9.58949800e-02  9.94490600e-01  4.23379500e-02
  -1.24998400e-01  5.42285800e-02 -9.90673800e-01]
 [ 3.00813194e+00 -4.27648973e-02  9.57440503e-02 -2.68845400e+02
   1.20810300e+00  2.84699700e+02 -9.87112000e-01  8.90849800e-02
   1.32943200e-01  9.55104300e-02  9.94509900e-01  4.27518600e-02
  -1.28404800e-01  5.48983300e-02 -9.90201100e-01]
 [ 3.00460112e+00 -4.29689034e-02  9.41950675e-02 -2.68688300e+02
   1.23743500e+00  2.83528200e+02 -9.86791600e-01  8.73344600e-02
   1.36437400e-01  9.39690200e-02  9.94648000e-01  4.29556800e-02
  -1.31955700e-01  5.52091800e-02 -9.89716900e-01]]"
879,7,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004390.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004391.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004392.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004393.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004394.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004395.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/004396.png']","[[ 9.85071240e-01  3.52368412e-02 -2.26031459e-02 -1.84778600e+01
   8.29079800e-01 -1.37938100e+01  5.51999100e-01  4.18437200e-02
   8.32794200e-01 -2.25871900e-02  9.99123900e-01 -3.52295500e-02
  -8.33538700e-01  6.36192300e-04  5.52460600e-01]
 [ 9.80738046e-01  3.42413904e-02 -2.16809372e-02 -1.79524000e+01
   7.91861000e-01 -1.34393500e+01  5.55662100e-01  4.05017300e-02
   8.30421200e-01 -2.16665300e-02  9.99178900e-01 -3.42347000e-02
  -8.31125900e-01  1.03057000e-03  5.56083300e-01]
 [ 9.79261599e-01  3.34605733e-02 -1.94014575e-02 -1.74271800e+01
   7.54350700e-01 -1.30901300e+01  5.56992000e-01  3.85830000e-02
   8.29621200e-01 -1.93893800e-02  9.99252100e-01 -3.34543300e-02
  -8.30291500e-01  2.54795800e-03  5.57323500e-01]
 [ 9.78875682e-01  3.27202273e-02 -1.76005697e-02 -1.69049800e+01
   7.15345000e-01 -1.27465300e+01  5.57391800e-01  3.69643400e-02
   8.29426400e-01 -1.75902400e-02  9.99309900e-01 -3.27143900e-02
  -8.30063200e-01  3.64492100e-03  5.57657300e-01]
 [ 9.79354414e-01  3.23372652e-02 -1.49503828e-02 -1.63879900e+01
   6.79977900e-01 -1.24064400e+01  5.57095000e-01  3.51721000e-02
   8.29703600e-01 -1.49420100e-02  9.99365500e-01 -3.23316300e-02
  -8.30314300e-01  5.61434500e-03  5.57267100e-01]
 [ 9.81461888e-01  3.16120429e-02 -1.24671517e-02 -1.58746400e+01
   6.48227100e-01 -1.20693200e+01  5.55437100e-01  3.32021700e-02
   8.30895500e-01 -1.24606000e-02  9.99422700e-01 -3.16067800e-02
  -8.31465100e-01  7.20212100e-03  5.55530200e-01]
 [ 9.86132891e-01  3.13595492e-02 -1.06684582e-02 -1.53670800e+01
   6.16413000e-01 -1.17394500e+01  5.51608500e-01  3.20328900e-02
   8.33487900e-01 -1.06630100e-02  9.99451400e-01 -3.13544100e-02
  -8.34035000e-01  8.40786100e-03  5.51647400e-01]]"
120,7,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000609.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000610.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000611.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000612.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000613.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000614.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000615.png']","[[-3.68031948e-02  1.20368112e-02 -7.62464916e-03 -1.43996500e+01
  -7.35841100e+00  2.57837600e+02  9.99297200e-01  7.17654200e-03
  -3.67922200e-02 -7.62402300e-03  9.99898500e-01 -1.20365200e-02
   3.67021000e-02  1.23085600e-02  9.99250400e-01]
 [-3.71570245e-02  1.13287727e-02 -7.10202952e-03 -1.44226000e+01
  -7.37266000e+00  2.58632300e+02  9.99287600e-01  6.67624000e-03
  -3.71460900e-02 -7.10151400e-03  9.99910600e-01 -1.13285300e-02
   3.70671300e-02  1.15842500e-02  9.99245600e-01]
 [-3.88670520e-02  1.25598109e-02 -6.38462825e-03 -1.44473200e+01
  -7.38538200e+00  2.59440900e+02  9.99227600e-01  5.89174500e-03
  -3.88542000e-02 -6.38408100e-03  9.99900700e-01 -1.25594800e-02
   3.87763500e-02  1.27978300e-02  9.99165900e-01]
 [-4.06845828e-02  1.59698802e-02 -5.11245027e-03 -1.44713800e+01
  -7.39603500e+00  2.60263200e+02  9.99162800e-01  4.45868500e-03
  -4.06681700e-02 -5.11177600e-03  9.99859400e-01 -1.59692000e-02
   4.05912500e-02  1.61637100e-02  9.99045000e-01]
 [-4.21503532e-02  2.18506809e-02 -6.93781397e-03 -1.44988600e+01
  -7.40977500e+00  2.61094100e+02  9.99094200e-01  6.01095100e-03
  -4.21278100e-02 -6.93610200e-03  9.99737200e-01 -2.18489400e-02
   4.19854000e-02  2.21213400e-02  9.98873200e-01]
 [-4.24704886e-02  2.61619561e-02 -9.25412676e-03 -1.45287400e+01
  -7.42719400e+00  2.61943400e+02  9.99065800e-01  8.13504700e-03
  -4.24431900e-02 -9.25082800e-03  9.99615000e-01 -2.61589700e-02
   4.22140500e-02  2.65271700e-02  9.98756300e-01]
 [-4.25984882e-02  2.63321047e-02 -1.11737263e-02 -1.45615900e+01
  -7.44803100e+00  2.62807800e+02  9.99043000e-01  1.00421900e-02
  -4.25708400e-02 -1.11696200e-02  9.99590900e-01 -2.63290600e-02
   4.22890200e-02  2.67793600e-02  9.98746400e-01]]"
